ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204
14	 7	 143.02	   3.35	 143.0	  14	 143.06	  3.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4	   5	   1	  20	  13	  47	  54	  73	 139	 115	  42	 123	 114	 129	  40	  31	  28	  12	   5	   4	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 0	 135.78	  29.59	 135.0	  56	 134.98	 22.35	1000   1	   1	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   1	   1	   1	   0	   0	   2	   0	   2	   0	   0	   1	   0	   0	   0	   1	   2	   0	   2	   1	   0	   2	   1	   1	   3	   3	   0	   1	   1	   0	   1	   2	   3	   1	   0	   1	   2	   0	   1	   1	   5	   2	   1	   7	   4	   3	   6	   2	   4	   4	   2	   2	   4	   1	   6	   6	   8	   7	   5	  16	   4	   6	   8	  10	  15	   4	  11	  12	  12	  15	   8	  18	  24	  25	  11	  14	  15	   6	   6	  13	  30	  15	  26	  27	  24	   9	  24	  19	  24	  23	  14	  18	  17	   5	  24	  17	  13	   4	  20	  18	  12	   7	   8	  13	  16	   5	  12	   8	  11	   1	  14	   5	  13	   2	   4	   8	   6	   2	   5	   2	   3	   5	   1	   7	   2	   2	   4	   0	   6	   2	   6	   3	   3	   3	   1	   2	   3	   2	   0	   1	   1	   1	   0	   2	   1	   3	   2	   0	   1	   0	   2	   2	   2	   2	  23
15	 1	 135.45	  13.72	 136.0	  74	 135.33	  9.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   2	   3	   0	   0	   0	   1	   1	   0	   2	   1	   1	   0	   2	   2	   1	   4	   3	   0	   1	   0	   7	   2	   4	   2	   3	   5	   3	   7	   7	  13	  10	   8	   9	  25	  26	  15	  25	  19	   5	  15	  21	  55	  23	  28	  56	  47	  26	  40	  42	  49	  31	  34	  50	  22	  13	  31	  14	  35	   9	  18	  16	  14	   5	   2	   7	  11	   4	   2	   4	   0	   0	   7	   3	   4	   2	   3	   4	   2	   4	   4	   0	   1	   2	   2	   1	   2	   0	   4	   1	   3	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 2	 135.18	   8.99	 136.0	  60	 135.98	  6.72	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   3	   1	   0	   1	   1	   1	   0	   1	   2	   2	   1	   1	   5	   0	   0	   2	   4	   2	   2	   6	   1	   7	   3	   6	   6	  11	  11	   8	  20	  25	   8	  13	  29	  51	  22	  53	  78	  66	  27	  57	  61	  80	  45	  34	  48	  34	  12	  26	  19	  29	   9	  10	  17	   5	   1	   6	  10	   7	   1	   1	   3	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 3	 135.14	   6.65	 136.0	  39	 135.66	  5.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   1	   1	   5	   5	   2	   4	   1	   4	   2	   4	   6	   5	   3	   8	  15	  18	   3	  13	  26	  67	  30	  60	  83	  74	  42	  86	  70	  89	  56	  42	  41	  37	  14	  21	  11	  16	   3	   6	   9	   5	   2	   1	   2	   1	   0	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 4	 135.49	   5.42	 136.0	  29	 135.88	  4.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   3	   0	   3	   1	   5	   1	   3	   5	   7	   1	   9	  13	   1	  16	  22	  44	  27	  70	 102	  71	  54	  97	  92	  98	  59	  36	  56	  22	  13	  23	  14	  13	   3	   5	   3	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 5	 135.47	   4.32	 136.0	  11	 135.57	  4.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   2	   1	   4	   7	   4	   7	   6	   3	   5	  22	  46	  24	  55	 120	 110	  53	 120	 104	 106	  53	  41	  39	  28	   8	  12	   8	   3	   1	   1	   3	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 6	 135.81	   3.65	 136.0	  22	 135.87	  3.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   4	   0	   2	   4	   1	   8	  17	  37	  32	  58	 114	  85	  58	 121	 105	 160	  69	  29	  49	  18	   8	  10	   2	   6	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
15	 7	 135.75	   3.52	 136.0	  21	 135.83	  3.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   5	   4	   3	   5	  13	  23	  39	  78	 100	 111	  58	 133	 110	 111	  76	  47	  42	  13	   8	  12	   4	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 0	 175.05	  26.98	 174.0	  43	 174.27	 20.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   0	   1	   0	   0	   2	   0	   0	   2	   0	   2	   2	   1	   3	   1	   2	   0	   0	   5	   2	   0	   0	   2	   3	   0	   1	   0	   3	   3	   3	   2	   1	   0	   4	   6	   4	   2	   0	   2	   3	   0	   3	   5	   5	   3	  14	  10	   8	  11	  10	   8	  23	  13	   4	  17	  10	   4	  19	  10	  17	  13	  12	  19	  26	  10	  21	  20	  23	  28	  23	  28	  22	  14	  22	  19	  32	   8	  16	  22	  11	  17	   8	  20	  22	  15	   7	  13	  13	  21	   8	  19	  18	   7	  10	  15	   5	   1	  10	   8	   8	   4	  94
16	 1	 174.97	  12.84	 175.0	  33	 174.89	 10.61	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   3	   0	   1	   1	   0	   1	   2	   0	   0	   2	   1	   2	   2	   3	   0	   4	   2	   5	   2	   5	   4	   4	   5	   4	  13	   9	   4	  12	   8	  21	  19	  14	  28	  31	  12	  35	  29	  51	  38	  27	  48	  34	  27	  35	  37	  39	  24	  31	  43	  35	  37	  20	  27	  27	  13	   9	  15	  10	   9	   8	   5	  10	   2	   2	   4	   7	   1	   3	   3	   2	   1	  24
16	 2	 174.58	   8.25	 174.0	  45	 174.82	  6.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   4	   1	   2	   0	   4	   2	   3	   4	   0	   6	   7	   0	   7	   8	   7	  12	  15	  18	  29	  15	  29	  27	  62	  54	  37	  83	  62	  50	  50	  58	  58	  30	  41	  34	  28	  22	  24	  22	  15	   9	  11	   9	  11	   5	   5	   5	   4	   1	   0	   2	   2	   0	   0	   0	   0	   0	   1
16	 3	 174.38	   6.29	 174.0	  17	 174.52	  5.63	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   1	   2	   0	   2	   1	   1	   1	   5	   5	   0	   2	   0	   6	   7	  16	  18	  15	   8	  38	  38	  65	  62	  43	  98	  91	  59	  58	  63	  77	  28	  41	  36	  25	  18	  17	  13	  14	   6	   3	   4	   2	   2	   0	   3	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0
16	 4	 174.74	  11.90	 174.0	  17	 174.63	  4.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   2	   0	   1	   1	   2	   4	   3	  10	   4	   3	  12	  14	  11	  22	  31	  61	  65	  52	 129	 101	  60	  70	  66	  78	  34	  52	  38	  19	  16	   9	  16	   7	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
16	 5	 174.48	   4.02	 174.0	   2	 174.48	  3.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   5	   2	   4	   7	  10	  12	  23	  24	  71	  59	  55	 127	 120	  79	  78	  93	 108	  30	  31	  20	  17	   9	   7	   6	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 6	 174.70	   3.45	 175.0	  23	 174.81	  3.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   5	   9	   5	  19	  21	  59	  53	  48	 138	 110	 104	 106	 113	  98	  36	  36	  22	   8	   1	   2	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
16	 7	 174.68	   3.31	 175.0	  16	 174.80	  3.08	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   1	   6	   5	   8	  12	  17	  52	  53	  58	 150	 126	 102	 110	  94	 101	  25	  45	  18	   8	   5	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 0	 196.17	  25.24	 196.0	  59	 196.07	 18.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   0	   0	   0	   1	   1	   0	   1	   1	   0	   0	   0	   2	   1	   1	   1	   1	   1	   3	   1	   3	   0	   1	   2	   1	   0	   0	   0	   1	   0	   1	   2	   2	   3	   1	   4	   2	   3	   2	   2	   4	   0	   5	   1	   4	   2	   3	   6	   2	   4	   9	   3	   8	   8	   8	  10	  13	   7	   4	   9	  14	   6	  16	  20	  16	  14	   4	  15	  29	  19	  11	  26	  17	  22	  13	  25	  36	  23	  24	  30	  33	  15	  27	  20	  28	  21	 313
17	 1	 196.10	  11.48	 196.0	  38	 196.25	  9.46	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   0	   1	   0	   0	   2	   2	   0	   0	   3	   2	   0	   2	   4	   3	   5	   2	   1	   3	   1	   6	   4	   9	   3	  12	  15	   6	  18	  10	  24	  19	  21	  21	  39	  37	  27	  32	  41	  60	  26	  35	  61	  44	  27	  43	  31	  52	  32	 209
17	 2	 195.31	   7.16	 196.0	  30	 195.52	  6.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   1	   2	   0	   1	   3	   3	   0	   2	   2	   2	   4	   5	   5	   9	  11	   9	   7	  17	  17	  17	  47	  47	  62	  34	  58	  86	  41	  67	  83	  61	  30	  59	  35	  42	  22	 106
17	 3	 195.13	   5.58	 195.0	  30	 195.36	  4.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   1	   3	   0	   4	   4	   5	   8	   5	   4	  10	  19	  16	  12	  32	  38	  51	  38	  92	 100	  59	  87	 106	  64	  38	  55	  34	  30	  17	  64
17	 4	 195.53	   4.71	 196.0	  13	 195.59	  4.34	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   2	   1	   0	   2	   1	   5	   5	   8	   7	  15	   6	  34	  34	  51	  36	  84	 127	  63	 105	 107	  80	  23	  61	  40	  53	  13	  35
17	 5	 195.20	   3.57	 195.0	  32	 195.18	  3.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   4	   6	   4	   5	   7	  26	  27	  53	  53	 101	 162	  77	 120	 133	  77	  39	  44	  20	  15	   9	  17
